game_id,rally,n_set_rows,n_in,n_out,max_in_run,in_share,out_share,team_a_in_share,team_a_max_in_run,team_a_n_in,team_a_n_out,team_a_n_set_rows,team_a_out_share,team_b_in_share,team_b_max_in_run,team_b_n_in,team_b_n_out,team_b_n_set_rows,team_b_out_share,winning_team
2,101,2,1,1,1,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,,,,,,,b
2,103,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
2,104,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
2,105,2,1,1,1,0.5,0.5,,,,,,,0.5,1.0,1.0,1.0,2.0,0.5,b
2,106,3,2,1,1,0.6666666666666666,0.3333333333333333,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b
2,107,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
2,108,4,1,3,1,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,a
2,110,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
2,111,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
2,112,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
2,113,5,2,3,1,0.4,0.6,0.3333333333333333,1.0,1.0,2.0,3.0,0.6666666666666666,0.5,1.0,1.0,1.0,2.0,0.5,a
2,114,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
2,115,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
2,116,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
2,117,4,0,4,0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,a
2,118,3,2,1,1,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,b
2,119,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
2,120,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
2,122,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,b
2,123,3,3,0,3,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
2,124,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
2,126,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
2,128,5,2,3,2,0.4,0.6,0.6666666666666666,2.0,2.0,1.0,3.0,0.3333333333333333,0.0,0.0,0.0,2.0,2.0,1.0,a
2,130,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,2,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,3,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,b
3,4,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,5,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,6,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,8,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,9,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,10,2,2,0,2,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,,,,,,,a
3,11,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,12,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,14,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,15,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,16,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,18,2,2,0,2,1.0,0.0,,,,,,,1.0,2.0,2.0,0.0,2.0,0.0,b
3,19,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,20,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,23,3,3,0,3,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,,,,,,,a
3,24,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,25,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,26,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,27,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,28,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,29,4,3,1,2,0.75,0.25,1.0,2.0,2.0,0.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,0.5,b
3,30,3,3,0,3,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,31,3,3,0,3,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,32,5,2,3,1,0.4,0.6,0.3333333333333333,1.0,1.0,2.0,3.0,0.6666666666666666,0.5,1.0,1.0,1.0,2.0,0.5,b
3,33,2,2,0,2,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,,,,,,,a
3,34,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,35,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,36,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,37,3,3,0,3,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,39,3,2,1,1,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,2.0,0.5,b
3,42,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,43,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,44,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a
3,45,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,46,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,48,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,49,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,50,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,51,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,52,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,53,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b
3,54,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,56,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,57,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,58,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,59,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,60,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,61,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,62,4,1,3,1,0.25,0.75,0.3333333333333333,1.0,1.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,b
3,63,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,66,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,67,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,68,2,2,0,2,1.0,0.0,,,,,,,1.0,2.0,2.0,0.0,2.0,0.0,b
3,69,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,70,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,71,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,72,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,75,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,a
3,76,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,77,3,1,2,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,78,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,80,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
3,81,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,82,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,83,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,84,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,a
3,85,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,86,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,b
3,87,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b
3,88,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,89,3,0,3,0,0.0,1.0,,,,,,,0.0,0.0,0.0,3.0,3.0,1.0,a
3,90,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,91,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,92,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,93,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,95,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
3,96,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,97,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,98,6,3,3,1,0.5,0.5,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,b
3,99,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
3,100,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,101,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
3,102,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,103,2,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,a
3,104,2,1,1,1,0.5,0.5,,,,,,,0.5,1.0,1.0,1.0,2.0,0.5,b
3,105,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,106,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,107,3,1,2,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,b
3,108,3,1,2,1,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,a
3,110,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,112,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,113,4,1,3,1,0.25,0.75,0.0,0.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,b
3,114,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,116,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,117,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,118,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,119,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,121,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,122,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,123,2,0,2,0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,,,,,,,a
3,124,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,125,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,128,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
3,130,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,131,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,133,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,134,3,2,1,1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,a
3,135,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,136,3,1,2,1,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,a
3,137,5,1,4,1,0.2,0.8,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,a
3,138,3,2,1,1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,b
3,139,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,b
3,141,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
3,142,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,143,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,144,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,145,2,1,1,1,0.5,0.5,,,,,,,0.5,1.0,1.0,1.0,2.0,0.5,a
3,146,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a
3,147,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,148,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,149,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
3,151,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,153,2,1,1,1,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,,,,,,,a
3,155,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,157,5,1,4,1,0.2,0.8,0.3333333333333333,1.0,1.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,2.0,2.0,1.0,a
3,158,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,159,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,160,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,a
3,161,3,1,2,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,a
3,162,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
3,163,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
3,164,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
3,165,2,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,b
3,166,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,b
3,167,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,a
3,169,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
3,170,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,2,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
4,3,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b
4,4,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,b
4,5,5,3,2,2,0.6,0.4,0.5,1.0,1.0,1.0,2.0,0.5,0.6666666666666666,2.0,2.0,1.0,3.0,0.3333333333333333,a
4,6,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
4,7,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
4,9,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,10,2,0,2,0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,,,,,,,a
4,11,3,2,1,1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,b
4,12,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
4,16,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,17,3,2,1,1,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,a
4,18,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
4,19,3,2,1,2,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,2.0,0.5,b
4,20,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,22,4,2,2,1,0.5,0.5,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,a
4,23,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,24,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,25,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,26,3,2,1,1,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,2.0,0.5,b
4,27,4,1,3,1,0.25,0.75,0.0,0.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,a
4,29,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,b
4,31,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
4,33,2,0,2,0,0.0,1.0,,,,,,,0.0,0.0,0.0,2.0,2.0,1.0,a
4,35,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,36,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,37,3,2,1,1,0.6666666666666666,0.3333333333333333,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a
4,39,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,41,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,42,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,43,3,0,3,0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,b
4,44,3,1,2,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,b
4,45,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,b
4,46,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b
4,47,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
4,49,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,50,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b
4,51,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a
4,52,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,53,3,2,1,1,0.6666666666666666,0.3333333333333333,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a
4,54,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
4,55,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,56,3,1,2,1,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,b
4,57,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,58,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,a
4,59,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
4,60,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,a
4,62,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b
4,65,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,b
4,66,3,1,2,1,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,a
4,67,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,68,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,71,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
4,72,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,b
4,74,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,75,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,b
4,76,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,b
4,77,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,78,2,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,b
4,79,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,b
4,81,2,2,0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,a
4,82,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,83,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a
4,84,2,0,2,0,0.0,1.0,,,,,,,0.0,0.0,0.0,2.0,2.0,1.0,b
4,86,1,0,1,0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,b
4,87,2,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a
4,90,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,91,2,1,1,1,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,a
4,92,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,93,1,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,a
4,94,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
4,97,1,1,0,1,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,b
